0	0	1	1292978955
1	0	1	1292979044
1	1	1	1292986217
1	1	1	1292988720
1	1	1	1293078786
2	2	1	1293230850
3	3	1	1293239511
4	4	1	1293942078
5	5	1	1294445453
6	6	1	1294636568
6	6	1	1294636590
7	7	1	1294973239
8	8	1	1295208523
8	8	1	1295209329
4	9	1	1295302583
4	10	1	1295311633
6	6	1	1295402449
9	11	1	1295481231
10	6	1	1295809299
11	12	1	1295843996
12	13	1	1295974918
13	14	1	1296158499
14	15	1	1296181867
13	16	1	1296251556
15	17	1	1296344080
16	18	1	1296430460
17	19	1	1296698923
18	20	1	1296700819
19	21	1	1296931254
20	6	1	1296942405
21	22	1	1296951781
22	23	1	1297021743
22	24	1	1297027467
22	25	1	1297117904
22	25	1	1297117940
22	25	1	1297117960
22	25	1	1297117966
22	26	1	1297117995
6	27	1	1297128396
6	27	1	1297128431
6	27	1	1297128495
8	26	1	1297369216
23	28	1	1297643541
8	28	1	1297890453
24	29	1	1297993157
25	5	1	1298142064
26	30	1	1298607033
27	31	1	1298751173
28	32	1	1298759910
29	33	1	1298760100
30	10	1	1298841946
30	10	1	1298842153
31	28	1	1298852674
32	34	1	1299623141
22	35	1	1299689970
33	19	1	1299899282
34	36	1	1299987401
25	28	1	1300036280
35	37	1	1300048846
36	38	1	1300346511
13	39	1	1300393692
37	40	1	1300407376
27	31	1	1300412696
38	41	1	1300603750
39	42	1	1300657123
31	43	1	1300665968
31	43	1	1300666064
8	26	1	1300734758
40	33	1	1300927719
27	44	1	1300932455
27	44	1	1300932519
41	45	1	1301117428
8	26	1	1301341644
42	46	1	1301357540
42	46	1	1301357581
6	47	1	1301525368
43	48	1	1301540560
44	46	1	1301591515
25	28	1	1301673650
45	49	1	1301681038
46	6	1	1301694873
47	50	1	1301864088
48	51	1	1301943348
27	34	1	1302035711
49	20	1	1302038012
50	52	1	1302233138
24	42	1	1302388748
51	53	1	1302465408
52	54	1	1302488866
32	55	1	1302583136
0	34	1	1302723209
0	56	1	1302931632
53	56	1	1302936404
54	35	1	1303004493
25	5	1	1303065930
55	49	1	1303222756
46	57	1	1303319312
56	11	1	1303401837
28	40	1	1303422430
25	58	1	1303446975
57	9	1	1303504728
58	59	1	1303592278
38	15	1	1303673483
59	1	1	1303699787
59	20	1	1303773720
55	49	1	1303827122
60	60	1	1304269187
60	60	1	1304269525
60	60	1	1304269662
60	60	1	1304269716
60	60	1	1304269795
60	60	1	1304269825
60	60	1	1304269853
60	60	1	1304270274
60	60	1	1304270305
60	60	1	1304271065
46	61	1	1304275978
42	62	1	1304306086
42	62	1	1304306141
61	55	1	1304396430
61	55	1	1304396447
61	63	1	1304397879
42	9	1	1304468313
42	9	1	1304468738
42	9	1	1304468769
42	9	1	1304468804
42	9	1	1304468854
42	9	1	1304468883
62	64	1	1304531357
63	24	1	1304537343
12	65	1	1304738824
12	65	1	1304739728
64	66	1	1304758230
65	5	1	1304867916
66	40	1	1304992535
42	26	1	1305054858
27	31	1	1305250674
67	43	1	1305334638
68	19	1	1305580110
0	45	1	1305941253
46	42	1	1305947886
69	67	1	1306039223
29	68	1	1306040742
70	55	1	1306124155
71	19	1	1306256859
31	43	1	1306381170
1	0	1	1306464222
38	66	1	1306475081
38	63	1	1306560701
72	21	1	1306616647
73	69	1	1306619714
27	26	1	1306622945
0	33	1	1306633688
57	25	1	1306636979
60	36	1	1306637815
60	36	1	1306638054
60	36	1	1306638092
60	36	1	1306638128
60	36	1	1306638167
60	36	1	1306638221
60	36	1	1306638251
58	40	1	1306714721
29	34	1	1306783299
29	17	1	1306785963
29	17	1	1306787794
29	17	1	1306787917
74	70	1	1306811457
38	56	1	1306987021
38	56	1	1306988329
75	71	1	1307065218
76	72	1	1307158598
77	13	1	1307203861
78	19	1	1307313480
79	73	1	1307495329
80	74	1	1307566526
81	42	1	1307571551
81	42	1	1307571570
25	74	1	1307642646
25	74	1	1307644475
25	74	1	1307716731
73	74	1	1307742599
81	41	1	1307983867
81	56	1	1308033010
81	56	1	1308033030
43	48	1	1308201296
82	35	1	1308252395
83	74	1	1308337014
29	40	1	1308450064
84	6	1	1308595179
85	51	1	1308686317
86	23	1	1308703878
87	75	1	1308715671
88	57	1	1308764298
89	67	1	1308800499
90	76	1	1308802485
78	42	1	1308859513
38	76	1	1308891764
57	3	1	1308979765
29	77	1	1309035540
29	78	1	1309035641
60	50	1	1309037680
60	50	1	1309037710
1	55	1	1309065378
91	41	1	1309072798
29	37	1	1309121789
92	74	1	1309228514
90	79	1	1309231146
93	74	1	1309464305
28	15	1	1309483021
65	80	1	1309655182
22	33	1	1309739728
22	33	1	1309739778
22	33	1	1309739794
22	33	1	1309739826
22	33	1	1309739845
22	33	1	1309739861
22	33	1	1309739882
46	6	1	1309803137
90	33	1	1309817686
90	33	1	1309817907
90	33	1	1309818449
94	26	1	1310236860
95	40	1	1310338296
90	6	1	1310340205
96	81	1	1310407651
96	81	1	1310407660
96	81	1	1310407671
96	81	1	1310407697
96	81	1	1310407719
96	26	1	1310407873
97	8	1	1310747464
90	50	1	1310784455
98	72	1	1310864213
99	8	1	1310867605
87	41	1	1310882426
100	40	1	1310949938
90	82	1	1310966363
90	82	1	1310966668
101	40	1	1311103075
1	42	1	1311133988
60	42	1	1311135197
58	83	1	1311189403
78	5	1	1311198023
96	68	1	1311207905
102	5	1	1311215665
65	5	1	1311290292
9	5	1	1311385473
9	5	1	1311385517
60	42	1	1311466279
60	42	1	1311466733
103	42	1	1311467518
101	39	1	1311476038
89	76	1	1311484465
104	15	1	1311522498
105	33	1	1311530086
105	33	1	1311530089
95	5	1	1311533736
6	33	1	1311556921
106	84	1	1311615258
107	5	1	1311713887
85	0	1	1311813824
101	39	1	1312131165
108	33	1	1312134329
108	33	1	1312134357
108	33	1	1312134400
109	85	1	1312142452
110	19	1	1312142524
109	85	1	1312143067
87	19	1	1312398803
18	20	1	1312424174
18	20	1	1312424217
87	86	1	1312562880
101	15	1	1312588783
87	45	1	1312597993
111	87	1	1312605514
87	86	1	1312674755
87	86	1	1312690447
87	41	1	1312700852
87	86	1	1312783221
87	19	1	1312834860
87	86	1	1312913888
87	5	1	1312925770
49	33	1	1312936118
95	15	1	1313017410
87	86	1	1313038188
87	86	1	1313086799
87	5	1	1313096886
56	11	1	1313165205
24	88	1	1313172580
24	88	1	1313172603
112	15	1	1313269518
113	17	1	1313270462
114	40	1	1313275758
115	40	1	1313280959
87	75	1	1313284146
116	89	1	1313307741
115	45	1	1313357164
117	44	1	1313364058
118	86	1	1313374219
87	86	1	1313387484
87	86	1	1313473953
119	5	1	1313524044
1	39	1	1313526136
115	26	1	1313544419
87	26	1	1313547329
87	23	1	1313551653
87	8	1	1313639564
87	86	1	1313648808
120	90	1	1313712317
121	83	1	1313719520
122	30	1	1313726718
25	4	1	1313729700
1	80	1	1313789815
123	23	1	1313792851
124	50	1	1313797545
124	50	1	1313797746
124	50	1	1313797919
87	5	1	1313798380
125	91	1	1313808223
87	86	1	1313821816
126	92	1	1313876106
127	40	1	1313879859
38	36	1	1313898199
128	3	1	1313899968
84	36	1	1313902523
101	93	1	1313944969
129	32	1	1313967806
129	32	1	1313967930
2	2	1	1313968361
87	86	1	1314035582
87	74	1	1314042563
73	20	1	1314117054
87	5	1	1314137892
115	40	1	1314143469
130	28	1	1314150660
131	42	1	1314153614
87	35	1	1314154648
96	94	1	1314201982
87	86	1	1314209372
87	19	1	1314212952
87	35	1	1314239774
87	86	1	1314255229
96	94	1	1314313428
132	42	1	1314328170
133	85	1	1314385024
134	95	1	1314397747
135	87	1	1314433441
136	90	1	1314479500
137	96	1	1314483758
87	75	1	1314490550
138	26	1	1314494001
116	89	1	1314500972
138	97	1	1314505114
126	42	1	1314563160
139	91	1	1314566132
140	25	1	1314566586
141	98	1	1314577504
87	19	1	1314649052
38	99	1	1314666988
115	16	1	1314753760
107	19	1	1314817272
140	74	1	1314820651
142	42	1	1314825445
42	46	1	1314835466
8	74	1	1314840065
143	26	1	1314848883
144	7	1	1314891213
145	47	1	1314917928
140	30	1	1314932939
122	100	1	1314943720
144	101	1	1315000304
146	42	1	1315015931
147	102	1	1315072587
147	102	1	1315072982
148	71	1	1315079024
118	9	1	1315079301
119	42	1	1315102537
147	33	1	1315155844
149	42	1	1315166810
150	103	1	1315177761
151	7	1	1315182016
152	104	1	1315253790
122	104	1	1315264818
87	86	1	1315327173
87	5	1	1315342054
87	86	1	1315376362
87	86	1	1315418922
87	19	1	1315424034
42	34	1	1315430165
105	47	1	1315435536
105	47	1	1315435545
105	47	1	1315435558
87	86	1	1315461463
153	43	1	1315508286
154	40	1	1315522774
92	9	1	1315533694
112	0	1	1315537356
155	105	1	1315606763
115	40	1	1315607126
87	5	1	1315607608
156	47	1	1315607839
154	50	1	1315618785
24	42	1	1315620264
87	74	1	1315627811
87	99	1	1315630129
87	99	1	1315635240
87	86	1	1315635280
115	61	1	1315692496
42	106	1	1315696516
42	106	1	1315696697
157	92	1	1315706199
144	56	1	1315715107
38	41	1	1315716304
38	41	1	1315720599
38	41	1	1315724444
158	30	1	1315769562
158	30	1	1315774166
159	42	1	1315774716
160	3	1	1315786927
160	3	1	1315786966
68	107	1	1315795115
117	1	1	1315858087
12	14	1	1315861275
68	5	1	1315863553
68	5	1	1315863616
68	5	1	1315863636
68	5	1	1315863965
161	71	1	1315878834
155	74	1	1315879618
161	30	1	1315879669
161	50	1	1315879756
49	34	1	1315925116
19	8	1	1315937113
158	34	1	1315939235
158	34	1	1315939244
122	16	1	1315941512
68	19	1	1315947354
42	58	1	1315964045
155	108	1	1315965623
162	42	1	1315967107
163	42	1	1315971393
118	109	1	1315980501
155	110	1	1316024373
164	42	1	1316028395
165	42	1	1316033550
68	5	1	1316036379
115	40	1	1316039553
140	55	1	1316065348
68	5	1	1316120996
107	5	1	1316121234
68	5	1	1316121292
140	30	1	1316138483
144	30	1	1316140545
77	55	1	1316142240
166	26	1	1316214464
145	78	1	1316231164
166	47	1	1316287380
148	6	1	1316292430
148	6	1	1316293011
167	42	1	1316300749
84	111	1	1316302983
144	75	1	1316303071
115	72	1	1316304237
147	85	1	1316310051
134	112	1	1316375290
134	9	1	1316378813
75	50	1	1316389581
115	65	1	1316394741
107	10	1	1316461978
84	10	1	1316462207
144	65	1	1316474514
168	91	1	1316477259
160	83	1	1316544636
135	3	1	1316548461
169	83	1	1316548877
46	83	1	1316560992
158	59	1	1316561224
153	32	1	1316561439
158	59	1	1316561954
158	17	1	1316563802
84	5	1	1316621985
158	22	1	1316628042
49	33	1	1316632061
49	33	1	1316632077
28	40	1	1316638805
107	19	1	1316720484
144	30	1	1316745104
77	85	1	1316793980
170	40	1	1316820027
163	96	1	1316828894
171	65	1	1316832872
147	33	1	1316888264
172	2	1	1316897524
173	30	1	1316904994
174	65	1	1316909362
87	40	1	1316919159
143	75	1	1316968762
143	111	1	1316971943
75	42	1	1316985271
159	0	1	1317006620
145	78	1	1317055307
115	20	1	1317058240
87	86	1	1317059795
87	19	1	1317067410
175	42	1	1317089814
143	4	1	1317095340
87	86	1	1317103647
87	86	1	1317147308
104	113	1	1317147716
87	5	1	1317156006
124	114	1	1317157068
1	78	1	1317158940
115	115	1	1317164184
176	42	1	1317168242
25	44	1	1317172236
165	42	1	1317172838
164	42	1	1317175024
87	86	1	1317232884
177	14	1	1317237519
42	34	1	1317252495
178	40	1	1317256842
49	33	1	1317258560
87	86	1	1317269798
87	86	1	1317321929
115	34	1	1317322472
87	19	1	1317327967
144	116	1	1317353400
87	86	1	1317358958
144	19	1	1317400561
87	86	1	1317406136
179	74	1	1317408081
114	30	1	1317412727
180	117	1	1317427934
18	74	1	1317440790
70	11	1	1317486467
133	118	1	1317495488
104	21	1	1317497671
181	15	1	1317503015
181	15	1	1317503028
181	13	1	1317505704
118	4	1	1317530105
118	56	1	1317532316
132	91	1	1317540158
182	50	1	1317581232
183	78	1	1317586200
184	119	1	1317591034
166	40	1	1317593448
38	8	1	1317593734
136	40	1	1317594511
182	120	1	1317601349
42	121	1	1317615007
87	86	1	1317616437
87	10	1	1317671615
115	66	1	1317691582
87	86	1	1317695862
115	66	1	1317703575
87	86	1	1317750371
87	5	1	1317758417
93	58	1	1317762636
143	13	1	1317767350
143	13	1	1317768098
185	120	1	1317768262
122	4	1	1317788987
44	75	1	1317860167
140	28	1	1317867510
186	28	1	1317871633
87	86	1	1317885197
187	28	1	1317923180
119	5	1	1317932155
87	19	1	1317939078
87	53	1	1317950716
42	28	1	1317953666
87	86	1	1318011879
87	19	1	1318016642
188	65	1	1318016929
143	40	1	1318026266
143	40	1	1318027080
143	40	1	1318027114
189	122	1	1318053080
161	21	1	1318102702
143	75	1	1318105397
190	34	1	1318108860
87	4	1	1318118669
183	38	1	1318124586
191	36	1	1318127114
192	28	1	1318140559
193	87	1	1318143153
194	95	1	1318176840
194	95	1	1318177863
188	5	1	1318185043
194	95	1	1318190889
194	95	1	1318190960
194	95	1	1318193094
194	95	1	1318193103
194	95	1	1318205048
194	95	1	1318207487
188	76	1	1318215753
68	99	1	1318218900
68	69	1	1318220197
194	95	1	1318273482
87	86	1	1318275426
87	5	1	1318288868
68	5	1	1318288908
68	5	1	1318288994
68	19	1	1318347513
68	19	1	1318347634
194	95	1	1318349087
87	5	1	1318366655
166	103	1	1318373365
87	123	1	1318385405
179	54	1	1318388718
87	86	1	1318402365
68	99	1	1318432897
68	99	1	1318432929
87	86	1	1318441948
87	19	1	1318448150
143	5	1	1318451853
84	5	1	1318451860
12	44	1	1318458580
195	44	1	1318474028
87	86	1	1318490616
147	5	1	1318518891
84	19	1	1318525935
143	75	1	1318528989
87	86	1	1318529871
87	19	1	1318537710
68	19	1	1318538114
68	19	1	1318538215
196	9	1	1318540100
150	124	1	1318544829
197	120	1	1318545344
9	25	1	1318546972
198	46	1	1318547081
199	125	1	1318550713
199	125	1	1318550854
199	125	1	1318550954
199	125	1	1318552065
150	40	1	1318552776
199	126	1	1318552834
199	125	1	1318552999
200	30	1	1318553192
178	42	1	1318553670
126	42	1	1318558419
201	8	1	1318564205
87	86	1	1318566005
135	66	1	1318566242
202	28	1	1318566732
87	86	1	1318567578
130	28	1	1318569805
130	28	1	1318580730
49	127	1	1318602716
130	28	1	1318603854
199	125	1	1318608658
201	41	1	1318609755
199	125	1	1318610022
199	125	1	1318610135
199	28	1	1318614082
199	28	1	1318614319
199	28	1	1318614489
199	28	1	1318614779
199	28	1	1318615208
147	10	1	1318615648
87	86	1	1318616206
202	28	1	1318619555
203	59	1	1318621405
187	28	1	1318622105
0	27	1	1318622762
68	19	1	1318631511
199	28	1	1318641328
143	40	1	1318642336
143	40	1	1318642377
204	66	1	1318643572
205	83	1	1318643718
87	86	1	1318646558
206	0	1	1318650027
199	63	1	1318650482
207	81	1	1318654199
207	81	1	1318654279
207	81	1	1318654389
207	81	1	1318654482
207	81	1	1318654585
208	109	1	1318655436
209	128	1	1318655560
210	103	1	1318692387
211	103	1	1318694866
211	103	1	1318695536
212	102	1	1318702975
204	104	1	1318704251
204	104	1	1318705215
204	104	1	1318705888
125	34	1	1318707118
0	105	1	1318708396
213	43	1	1318708445
204	104	1	1318708447
204	104	1	1318709798
188	58	1	1318710317
188	5	1	1318711711
214	129	1	1318712720
188	52	1	1318713115
159	83	1	1318714598
215	96	1	1318717061
216	80	1	1318719216
199	130	1	1318719218
217	33	1	1318719324
87	86	1	1318719697
188	40	1	1318720056
160	130	1	1318720529
199	68	1	1318721844
199	68	1	1318724751
218	22	1	1318725221
204	2	1	1318726183
219	96	1	1318728062
220	80	1	1318729191
199	39	1	1318729239
221	69	1	1318729470
222	131	1	1318734022
199	96	1	1318734123
199	96	1	1318734135
223	37	1	1318739097
67	4	1	1318740271
224	87	1	1318746670
144	26	1	1318774799
225	42	1	1318780393
225	81	1	1318787073
226	0	1	1318793019
218	33	1	1318794209
67	128	1	1318796070
227	132	1	1318797698
217	37	1	1318800255
227	7	1	1318801183
227	7	1	1318801381
228	133	1	1318801402
229	28	1	1318804299
230	40	1	1318806126
87	75	1	1318806644
214	40	1	1318808112
231	65	1	1318808287
67	65	1	1318811425
232	62	1	1318812626
233	33	1	1318813709
234	6	1	1318814267
232	90	1	1318814478
199	36	1	1318818000
199	36	1	1318818070
112	63	1	1318835722
153	84	1	1318861783
56	34	1	1318868071
87	86	1	1318873704
235	34	1	1318874661
199	39	1	1318878439
199	39	1	1318879646
199	39	1	1318880152
220	59	1	1318880183
199	39	1	1318881814
